sample_id,platform_id_x,type,provider,molecular_characterisation_type,instrument_model,library_strategy,platform_id_y,model_id
ALL-121_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-121
ALL-121_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-121
ALL-03_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-03
ALL-03_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-03
ALL-03_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-03
COG-N-590x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,COG-N-590x
COG-N-590x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,COG-N-590x
COG-N-590x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,COG-N-590x
ALL-29_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-29
ALL-29_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-29
ALL-29_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-29
ALL-123_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-123
ALL-123_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-123
ALL-123_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-123
NCH-CCS-1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,NCH-CCS-1
NCH-CCS-1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,NCH-CCS-1
NCH-CCS-1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,NCH-CCS-1
COG-N-549x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,COG-N-549x
COG-N-549x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,COG-N-549x
COG-N-549x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,COG-N-549x
NCH-NB-1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,NCH-NB-1
NCH-NB-1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,NCH-NB-1
NCH-NB-1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,NCH-NB-1
IC-3635PXA_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,IC-3635PXA
IC-3635PXA_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,IC-3635PXA
IC-3635PXA_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,IC-3635PXA
NCH-WT-5_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,NCH-WT-5
NCH-WT-5_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,NCH-WT-5
NCH-WT-5_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,NCH-WT-5
IC-1499EPB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,IC-1499EPB
IC-1499EPB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,IC-1499EPB
IC-1499EPB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,IC-1499EPB
NCH-WT-4_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,NCH-WT-4
NCH-WT-4_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,NCH-WT-4
NCH-WT-4_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,NCH-WT-4
ES-6_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ES-6
ES-6_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ES-6
ES-6_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ES-6
ALL-122_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-122
ALL-122_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-122
ALL-122_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-122
ALL-28_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-28
ALL-28_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-28
ALL-28_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-28
ALL-04_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-04
ALL-04_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-04
ALL-04_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-04
ALL-10_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-10
ALL-10_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-10
ALL-10_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-10
Rh-70_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,Rh-70
Rh-70_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,Rh-70
Rh-70_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,Rh-70
OS-32_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,OS-32
OS-32_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,OS-32
OS-32_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,OS-32
ICb-1197MB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ICb-1197MB
ICb-1197MB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ICb-1197MB
IC-1621GBM_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,IC-1621GBM
IC-1621GBM_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,IC-1621GBM
IC-1621GBM_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,IC-1621GBM
NCI-ASPS_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,NCI-ASPS
NCI-ASPS_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,NCI-ASPS
NCI-ASPS_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,NCI-ASPS
COG-N-421x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,COG-N-421x
COG-N-421x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,COG-N-421x
COG-N-421x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,COG-N-421x
COG-N-564x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,COG-N-564x
COG-N-564x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,COG-N-564x
COG-N-564x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,COG-N-564x
IC-9811EPN_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,IC-9811EPN
IC-9811EPN_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,IC-9811EPN
IC-9811EPN_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,IC-9811EPN
OS-33_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,OS-33
OS-33_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,OS-33
OS-33_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,OS-33
Rh-65_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,Rh-65
Rh-65_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,Rh-65
Rh-65_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,Rh-65
COG-N-620x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,COG-N-620x
COG-N-620x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,COG-N-620x
COG-N-620x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,COG-N-620x
ALL-39_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-39
ALL-39_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-39
ALL-39_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-39
ALL-11_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-11
ALL-11_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-11
ALL-11_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-11
ALL-07_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-07
ALL-07_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-07
ALL-07_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-07
PAKSWW_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,PAKSWW
PAKSWW_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,PAKSWW
PAKSWW_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,PAKSWW
OS-31_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,OS-31
OS-31_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,OS-31
OS-31_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,OS-31
BT-27_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,BT-27
BT-27_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,BT-27
BT-27_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,BT-27
EW-5_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,EW-5
EW-5_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,EW-5
EW-5_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,EW-5
ICb-6753ATRT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ICb-6753ATRT
ICb-6753ATRT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ICb-6753ATRT
ICb-6753ATRT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ICb-6753ATRT
IC-2305GBM_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,IC-2305GBM
IC-2305GBM_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,IC-2305GBM
Rh-30R_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,Rh-30R
Rh-30R_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,Rh-30R
Rh-30R_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,Rh-30R
KT-18_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,KT-18
KT-18_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,KT-18
KT-18_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,KT-18
ES-1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ES-1
ES-1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ES-1
ES-1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ES-1
ICb-L1115ATRT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ICb-L1115ATRT
ICb-L1115ATRT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ICb-L1115ATRT
ICb-L1115ATRT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ICb-L1115ATRT
PALNTB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,PALNTB
PALNTB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,PALNTB
PALNTB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,PALNTB
ALL-118_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-118
ALL-118_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-118
ALL-118_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-118
NB-SD_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,NB-SD
NB-SD_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,NB-SD
NB-SD_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,NB-SD
PAKVKK_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,PAKVKK
PAKVKK_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,PAKVKK
PAKVKK_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,PAKVKK
COG-N-440x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,COG-N-440x
COG-N-440x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,COG-N-440x
COG-N-440x_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,COG-N-440x
MLL-8_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,MLL-8
MLL-8_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,MLL-8
MLL-8_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,MLL-8
ALL-75_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-75
ALL-75_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-75
ALL-75_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-75
ICb-1487MB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ICb-1487MB
ICb-1487MB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ICb-1487MB
ALL-61_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-61
ALL-61_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-61
